0.00099562426373234203	0.000012
	0.000000
0.00000088140761533850	0.000001
	0.000000
0.00000000000119015908	0.000002
	0.000000
0.00000000000000133227	0.000004
	0.000000
0.00000000000000133227	0.000006
	0.000000
0.00000000000000133227	0.000010
	0.000000
0.00000000000000133227	0.000020
	0.000000
0.00000000000000133227	0.000057
	0.000001
0.00000000000000133227	0.000080
	0.000001
0.00000000000000133227	0.000159
	0.000002
0.00000000000000133227	0.000287
	0.000005
0.00000000000000133227	0.000545
	0.000010
0.00000000000000133227	0.001288
	0.000034
0.00000000000000133227	0.002220
	0.000040
0.00000000000000133227	0.004172
	0.000080
0.00000000000000133227	0.008340
	0.000159
0.00000000000000133227	0.016833
	0.000306
0.00000000000000133227	0.032584
	0.000613
0.00000000000000133227	0.064768
	0.001230
0.00000000000000133227	0.130268
	0.002491
0.00000000000000133227	0.254405
	0.004931
0.00000000000000133227	0.505279
	0.009858
0.00000000000000133227	1.007200
	0.020014
0.00000000000000133227	2.012220
	0.040021
0.00000000000000133227	4.025899
	0.079367
0.00000000000000133227	8.032850
	0.158673
0.00000000000000133227	16.068897
	0.316212
